move,X,Y,Z,E,F,A,command,line,,,,,
TRUE,132.3,47.7,0.2,0.46132,1200,0,0,0,G1,G1 F1200 X132.3 Y47.7 E0.46132,,,
TRUE,117.7,47.7,0.2,0.46132,1200,0,0,0,G1,G1 X117.7 Y47.7 E0.46132,,,
TRUE,117.7,62.3,0.2,0.46132,1200,0,0,0,G1,G1 X117.7 Y62.3 E0.46132,,,
TRUE,132.3,62.3,0.2,0.46132,1200,0,0,0,G1,G1 X132.3 Y62.3 E0.46132,,,
TRUE,132.3,62.1,0.2,0.46132,3600,0,0,0,G0,G0 F3600 X132.3 Y62.1,,,
TRUE,131.63,61.63,0.2,0.46132,3600,0,0,0,G0,G0 X131.63 Y61.63,,,
TRUE,131.52,48.48,0.2,0.46132,3600,0,0,0,G0,G0 X131.52 Y48.48,,,
FALSE,None,None,None,None,None,0,0,0,,TYPE:SKIN,,TYPE:SKIN,
TRUE,118.48,48.48,0.2,0.43371,1200,0,0,0,G1,G1 F1200 X118.48 Y48.48 E0.43371,,,
TRUE,118.48,55,0.2,0.21686,1200,0,0,0,G1,G1 X118.48 Y55 E0.21686,,,
TRUE,118.48,61.52,0.2,0.21686,1200,0,0,0,G1,G1 X118.48 Y61.52 E0.21686,,,
TRUE,131.52,61.52,0.2,0.43371,1200,0,0,0,G1,G1 X131.52 Y61.52 E0.43371,,,
TRUE,131.52,48.48,0.2,0.43371,1200,0,0,0,G1,G1 X131.52 Y48.48 E0.43371,,,
TRUE,131.2,61.32,0.2,0.43371,3600,0,0,0,G0,G0 F3600 X131.2 Y61.32,,,
TRUE,131.2,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X131.2 Y48.68 E0.42041,,,
TRUE,130.8,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X130.8 Y48.68,,,
TRUE,130.8,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X130.8 Y61.32 E0.42041,,,
TRUE,130.4,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X130.4 Y61.32,,,
TRUE,130.4,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X130.4 Y48.68 E0.42041,,,
TRUE,130,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X130 Y48.68,,,
TRUE,130,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X130 Y61.32 E0.42041,,,
TRUE,129.6,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X129.6 Y61.32,,,
TRUE,129.6,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X129.6 Y48.68 E0.42041,,,
TRUE,129.2,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X129.2 Y48.68,,,
TRUE,129.2,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X129.2 Y61.32 E0.42041,,,
TRUE,128.8,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X128.8 Y61.32,,,
TRUE,128.8,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X128.8 Y48.68 E0.42041,,,
TRUE,128.4,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X128.4 Y48.68,,,
TRUE,128.4,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X128.4 Y61.32 E0.42041,,,
TRUE,128,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X128 Y61.32,,,
TRUE,128,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X128 Y48.68 E0.42041,,,
TRUE,127.6,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X127.6 Y48.68,,,
TRUE,127.6,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X127.6 Y61.32 E0.42041,,,
TRUE,127.2,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X127.2 Y61.32,,,
TRUE,127.2,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X127.2 Y48.68 E0.42041,,,
TRUE,126.8,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X126.8 Y48.68,,,
TRUE,126.8,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X126.8 Y61.32 E0.42041,,,
TRUE,126.4,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X126.4 Y61.32,,,
TRUE,126.4,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X126.4 Y48.68 E0.42041,,,
TRUE,126,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X126 Y48.68,,,
TRUE,126,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X126 Y61.32 E0.42041,,,
TRUE,125.6,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X125.6 Y61.32,,,
TRUE,125.6,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X125.6 Y48.68 E0.42041,,,
TRUE,125.2,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X125.2 Y48.68,,,
TRUE,125.2,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X125.2 Y61.32 E0.42041,,,
TRUE,124.8,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X124.8 Y61.32,,,
TRUE,124.8,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X124.8 Y48.68 E0.42041,,,
TRUE,124.4,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X124.4 Y48.68,,,
TRUE,124.4,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X124.4 Y61.32 E0.42041,,,
TRUE,124,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X124 Y61.32,,,
TRUE,124,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X124 Y48.68 E0.42041,,,
TRUE,123.6,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X123.6 Y48.68,,,
TRUE,123.6,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X123.6 Y61.32 E0.42041,,,
TRUE,123.2,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X123.2 Y61.32,,,
TRUE,123.2,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X123.2 Y48.68 E0.42041,,,
TRUE,122.8,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X122.8 Y48.68,,,
TRUE,122.8,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X122.8 Y61.32 E0.42041,,,
TRUE,122.4,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X122.4 Y61.32,,,
TRUE,122.4,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X122.4 Y48.68 E0.42041,,,
TRUE,122,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X122 Y48.68,,,
TRUE,122,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X122 Y61.32 E0.42041,,,
TRUE,121.6,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X121.6 Y61.32,,,
TRUE,121.6,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X121.6 Y48.68 E0.42041,,,
TRUE,121.2,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X121.2 Y48.68,,,
TRUE,121.2,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X121.2 Y61.32 E0.42041,,,
TRUE,120.8,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X120.8 Y61.32,,,
TRUE,120.8,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X120.8 Y48.68 E0.42041,,,
TRUE,120.4,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X120.4 Y48.68,,,
TRUE,120.4,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X120.4 Y61.32 E0.42041,,,
TRUE,120,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X120 Y61.32,,,
TRUE,120,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X120 Y48.68 E0.42041,,,
TRUE,119.6,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X119.6 Y48.68,,,
TRUE,119.6,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X119.6 Y61.32 E0.42041,,,
TRUE,119.2,61.32,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X119.2 Y61.32,,,
TRUE,119.2,48.68,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X119.2 Y48.68 E0.42041,,,
TRUE,118.8,48.68,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X118.8 Y48.68,,,
TRUE,118.8,61.32,0.2,0.42041,1200,0,0,0,G1,G1 F1200 X118.8 Y61.32 E0.42041,,,
TRUE,118.8,61.42,0.2,0.42041,1200,0,0,0,G1,G1 X118.8 Y61.42,,,
FALSE,118.8,61.42,0.2,0.42041,1200,0,0,0,M104,M104 S200,,,
TRUE,118.8,61.3,0.2,0.42041,3600,0,0,0,G0,G0 F3600 X118.8 Y61.3,,,
FALSE,None,None,None,None,None,0,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,118.8,61.3,0.4,0.42041,600,0,0,0,G0,G0 F600 X118.8 Y61.3 Z0.4,,,
TRUE,118.37,48.37,0.4,0.42041,3600,0,0,0,G0,G0 F3600 X118.37 Y48.37,,,
TRUE,118.1,48.1,0.4,0.42041,3600,0,0,0,G0,G0 X118.1 Y48.1,,,
FALSE,None,None,None,None,None,0,0,0,,TIME_ELAPSED:52.206481,,TIME_ELAPSED:52.206481,
FALSE,None,None,None,None,None,0,0,0,,LAYER:1,,LAYER:1,
FALSE,118.1,48.1,0.4,0.42041,3600,0,0,0,M106,M106 S255,,,
FALSE,None,None,None,None,None,0,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
FALSE,None,None,None,None,None,0,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,118.1,61.9,0.4,0.43604,1800,0,0,0,G1,G1 F1800 X118.1 Y61.9 E0.43604,,,
TRUE,131.9,61.9,0.4,0.43604,1800,0,0,0,G1,G1 X131.9 Y61.9 E0.43604,,,
TRUE,131.9,48.1,0.4,0.43604,1800,0,0,0,G1,G1 X131.9 Y48.1 E0.43604,,,
TRUE,118.1,48.1,0.4,0.43604,1800,0,0,0,G1,G1 X118.1 Y48.1 E0.43604,,,
TRUE,117.7,47.7,0.4,0.43604,5400,0,0,0,G0,G0 F5400 X117.7 Y47.7,,,
FALSE,None,None,None,None,None,0,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,117.7,62.3,0.4,0.46132,1200,0,0,0,G1,G1 F1200 X117.7 Y62.3 E0.46132,,,
TRUE,132.3,62.3,0.4,0.46132,1200,0,0,0,G1,G1 X132.3 Y62.3 E0.46132,,,
TRUE,132.3,47.7,0.4,0.46132,1200,0,0,0,G1,G1 X132.3 Y47.7 E0.46132,,,
TRUE,117.7,47.7,0.4,0.46132,1200,0,0,0,G1,G1 X117.7 Y47.7 E0.46132,,,
TRUE,117.7,47.9,0.4,0.46132,5400,0,0,0,G0,G0 F5400 X117.7 Y47.9,,,
TRUE,118.48,48.48,0.4,0.46132,5400,0,0,0,G0,G0 X118.48 Y48.48,,,
FALSE,None,None,None,None,None,0,0,0,,TYPE:SKIN,,TYPE:SKIN,
TRUE,118.48,61.52,0.4,0.43371,1200,0,0,0,G1,G1 F1200 X118.48 Y61.52 E0.43371,,,
TRUE,131.52,61.52,0.4,0.43371,1200,0,0,0,G1,G1 X131.52 Y61.52 E0.43371,,,
TRUE,131.52,48.48,0.4,0.43371,1200,0,0,0,G1,G1 X131.52 Y48.48 E0.43371,,,
TRUE,118.48,48.48,0.4,0.43371,1200,0,0,0,G1,G1 X118.48 Y48.48 E0.43371,,,
TRUE,118.68,48.8,0.4,0.43371,5400,0,0,0,G0,G0 F5400 X118.68 Y48.8,,,
TRUE,131.32,48.8,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y48.8 E0.42041,,,
TRUE,131.32,49.2,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y49.2,,,
TRUE,118.68,49.2,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y49.2 E0.42041,,,
TRUE,118.68,49.6,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y49.6,,,
TRUE,131.32,49.6,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y49.6 E0.42041,,,
TRUE,131.32,50,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y50,,,
TRUE,118.68,50,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y50 E0.42041,,,
TRUE,118.68,50.4,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y50.4,,,
TRUE,131.32,50.4,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y50.4 E0.42041,,,
TRUE,131.32,50.8,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y50.8,,,
TRUE,118.68,50.8,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y50.8 E0.42041,,,
TRUE,118.68,51.2,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y51.2,,,
TRUE,131.32,51.2,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y51.2 E0.42041,,,
TRUE,131.32,51.6,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y51.6,,,
TRUE,118.68,51.6,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y51.6 E0.42041,,,
TRUE,118.68,52,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y52,,,
TRUE,131.32,52,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y52 E0.42041,,,
TRUE,131.32,52.4,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y52.4,,,
TRUE,118.68,52.4,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y52.4 E0.42041,,,
TRUE,118.68,52.8,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y52.8,,,
TRUE,131.32,52.8,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y52.8 E0.42041,,,
TRUE,131.32,53.2,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y53.2,,,
TRUE,118.68,53.2,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y53.2 E0.42041,,,
TRUE,118.68,53.6,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y53.6,,,
TRUE,131.32,53.6,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y53.6 E0.42041,,,
TRUE,131.32,54,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y54,,,
TRUE,118.68,54,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y54 E0.42041,,,
TRUE,118.68,54.4,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y54.4,,,
TRUE,131.32,54.4,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y54.4 E0.42041,,,
TRUE,131.32,54.8,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y54.8,,,
TRUE,118.68,54.8,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y54.8 E0.42041,,,
TRUE,118.68,55.2,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y55.2,,,
TRUE,131.32,55.2,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y55.2 E0.42041,,,
TRUE,131.32,55.6,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y55.6,,,
TRUE,118.68,55.6,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y55.6 E0.42041,,,
TRUE,118.68,56,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y56,,,
TRUE,131.32,56,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y56 E0.42041,,,
TRUE,131.32,56.4,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y56.4,,,
TRUE,118.68,56.4,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y56.4 E0.42041,,,
TRUE,118.68,56.8,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y56.8,,,
TRUE,131.32,56.8,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y56.8 E0.42041,,,
TRUE,131.32,57.2,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y57.2,,,
TRUE,118.68,57.2,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y57.2 E0.42041,,,
TRUE,118.68,57.6,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y57.6,,,
TRUE,131.32,57.6,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y57.6 E0.42041,,,
TRUE,131.32,58,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y58,,,
TRUE,118.68,58,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y58 E0.42041,,,
TRUE,118.68,58.4,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y58.4,,,
TRUE,131.32,58.4,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y58.4 E0.42041,,,
TRUE,131.32,58.8,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y58.8,,,
TRUE,118.68,58.8,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y58.8 E0.42041,,,
TRUE,118.68,59.2,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y59.2,,,
TRUE,131.32,59.2,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y59.2 E0.42041,,,
TRUE,131.32,59.6,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y59.6,,,
TRUE,118.68,59.6,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y59.6 E0.42041,,,
TRUE,118.68,60,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y60,,,
TRUE,131.32,60,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y60 E0.42041,,,
TRUE,131.32,60.4,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y60.4,,,
TRUE,118.68,60.4,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y60.4 E0.42041,,,
TRUE,118.68,60.8,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.68 Y60.8,,,
TRUE,131.32,60.8,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X131.32 Y60.8 E0.42041,,,
TRUE,131.32,61.2,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X131.32 Y61.2,,,
TRUE,118.68,61.2,0.4,0.42041,1200,0,0,0,G1,G1 F1200 X118.68 Y61.2 E0.42041,,,
TRUE,118.58,61.2,0.4,0.42041,1200,0,0,0,G1,G1 X118.58 Y61.2,,,
TRUE,118.7,61.2,0.4,0.42041,5400,0,0,0,G0,G0 F5400 X118.7 Y61.2,,,
FALSE,None,None,None,None,None,0,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,118.7,61.2,0.6,0.42041,600,0,0,0,G0,G0 F600 X118.7 Y61.2 Z0.6,,,
TRUE,131.63,61.63,0.6,0.42041,5400,0,0,0,G0,G0 F5400 X131.63 Y61.63,,,
TRUE,131.9,61.9,0.6,0.42041,5400,0,0,0,G0,G0 X131.9 Y61.9,,,
FALSE,None,None,None,None,None,0,0,0,,TIME_ELAPSED:81.660619,,TIME_ELAPSED:81.660619,
FALSE,None,None,None,None,None,0,0,0,,LAYER:2,,LAYER:2,
FALSE,None,None,None,None,None,0,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
FALSE,None,None,None,None,None,0,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,131.9,48.1,0.6,0.43604,2400,0,0,0,G1,G1 F2400 X131.9 Y48.1 E0.43604,,,
TRUE,118.1,48.1,0.6,0.43604,2400,0,0,0,G1,G1 X118.1 Y48.1 E0.43604,,,
TRUE,118.1,61.9,0.6,0.43604,2400,0,0,0,G1,G1 X118.1 Y61.9 E0.43604,,,
TRUE,131.9,61.9,0.6,0.43604,2400,0,0,0,G1,G1 X131.9 Y61.9 E0.43604,,,
TRUE,132.3,62.3,0.6,0.43604,7200,0,0,0,G0,G0 F7200 X132.3 Y62.3,,,
FALSE,None,None,None,None,None,0,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,132.3,47.7,0.6,0.46132,1200,0,0,0,G1,G1 F1200 X132.3 Y47.7 E0.46132,,,
TRUE,117.7,47.7,0.6,0.46132,1200,0,0,0,G1,G1 X117.7 Y47.7 E0.46132,,,
TRUE,117.7,62.3,0.6,0.46132,1200,0,0,0,G1,G1 X117.7 Y62.3 E0.46132,,,
TRUE,132.3,62.3,0.6,0.46132,1200,0,0,0,G1,G1 X132.3 Y62.3 E0.46132,,,
TRUE,132.3,62.1,0.6,0.46132,7200,0,0,0,G0,G0 F7200 X132.3 Y62.1,,,
TRUE,131.63,61.63,0.6,0.46132,7200,0,0,0,G0,G0 X131.63 Y61.63,,,
TRUE,118.48,61.52,0.6,0.46132,7200,0,0,0,G0,G0 X118.48 Y61.52,,,
FALSE,None,None,None,None,None,0,0,0,,TYPE:SKIN,,TYPE:SKIN,
TRUE,131.52,61.52,0.6,0.43371,1200,0,0,0,G1,G1 F1200 X131.52 Y61.52 E0.43371,,,
TRUE,131.52,48.48,0.6,0.43371,1200,0,0,0,G1,G1 X131.52 Y48.48 E0.43371,,,
TRUE,118.48,48.48,0.6,0.43371,1200,0,0,0,G1,G1 X118.48 Y48.48 E0.43371,,,
TRUE,118.48,61.52,0.6,0.43371,1200,0,0,0,G1,G1 X118.48 Y61.52 E0.43371,,,
TRUE,118.8,61.32,0.6,0.43371,7200,0,0,0,G0,G0 F7200 X118.8 Y61.32,,,
TRUE,118.8,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X118.8 Y48.68 E0.42041,,,
TRUE,119.2,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X119.2 Y48.68,,,
TRUE,119.2,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X119.2 Y61.32 E0.42041,,,
TRUE,119.6,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X119.6 Y61.32,,,
TRUE,119.6,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X119.6 Y48.68 E0.42041,,,
TRUE,120,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X120 Y48.68,,,
TRUE,120,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X120 Y61.32 E0.42041,,,
TRUE,120.4,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X120.4 Y61.32,,,
TRUE,120.4,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X120.4 Y48.68 E0.42041,,,
TRUE,120.8,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X120.8 Y48.68,,,
TRUE,120.8,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X120.8 Y61.32 E0.42041,,,
TRUE,121.2,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X121.2 Y61.32,,,
TRUE,121.2,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X121.2 Y48.68 E0.42041,,,
TRUE,121.6,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X121.6 Y48.68,,,
TRUE,121.6,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X121.6 Y61.32 E0.42041,,,
TRUE,122,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X122 Y61.32,,,
TRUE,122,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X122 Y48.68 E0.42041,,,
TRUE,122.4,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X122.4 Y48.68,,,
TRUE,122.4,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X122.4 Y61.32 E0.42041,,,
TRUE,122.8,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X122.8 Y61.32,,,
TRUE,122.8,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X122.8 Y48.68 E0.42041,,,
TRUE,123.2,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X123.2 Y48.68,,,
TRUE,123.2,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X123.2 Y61.32 E0.42041,,,
TRUE,123.6,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X123.6 Y61.32,,,
TRUE,123.6,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X123.6 Y48.68 E0.42041,,,
TRUE,124,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X124 Y48.68,,,
TRUE,124,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X124 Y61.32 E0.42041,,,
TRUE,124.4,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X124.4 Y61.32,,,
TRUE,124.4,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X124.4 Y48.68 E0.42041,,,
TRUE,124.8,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X124.8 Y48.68,,,
TRUE,124.8,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X124.8 Y61.32 E0.42041,,,
TRUE,125.2,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X125.2 Y61.32,,,
TRUE,125.2,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X125.2 Y48.68 E0.42041,,,
TRUE,125.6,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X125.6 Y48.68,,,
TRUE,125.6,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X125.6 Y61.32 E0.42041,,,
TRUE,126,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X126 Y61.32,,,
TRUE,126,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X126 Y48.68 E0.42041,,,
TRUE,126.4,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X126.4 Y48.68,,,
TRUE,126.4,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X126.4 Y61.32 E0.42041,,,
TRUE,126.8,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X126.8 Y61.32,,,
TRUE,126.8,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X126.8 Y48.68 E0.42041,,,
TRUE,127.2,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X127.2 Y48.68,,,
TRUE,127.2,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X127.2 Y61.32 E0.42041,,,
TRUE,127.6,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X127.6 Y61.32,,,
TRUE,127.6,48.68,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X127.6 Y48.68 E0.42041,,,
TRUE,128,48.68,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X128 Y48.68,,,
TRUE,128,61.32,0.6,0.42041,1200,0,0,0,G1,G1 F1200 X128 Y61.32 E0.42041,,,
TRUE,128.4,61.32,0.6,0.42041,7200,0,0,0,G0,G0 F7200 X128.4 Y61.32,,,
